example_id, text, aspect_term, term_location, class
2862_2,Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated[comma] we were served dishes we hadn't ordered three times[comma] received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked)[comma] and charged $45 more than we should have been on our bill.,dishes,133--139,-1
2862_3,Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated[comma] we were served dishes we hadn't ordered three times[comma] received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked)[comma] and charged $45 more than we should have been on our bill.,table,231--236,-1
2862_4,Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated[comma] we were served dishes we hadn't ordered three times[comma] received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked)[comma] and charged $45 more than we should have been on our bill.,served,246--252,-1
2862_5,Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated[comma] we were served dishes we hadn't ordered three times[comma] received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked)[comma] and charged $45 more than we should have been on our bill.,bill,340--344,-1
3292_0,Service is top notch.,Service,0--7,1
3343_0,The food now is inconsistent.,food,4--8,-1
3135_0,You can also special order any kind of dumpling[comma]etc.,dumpling,39--47,1
2018_0,I was pretty much full after our fondue appetizer.,fondue appetizer,33--49,0
3551_0,BE CAREFUL before you request extra spice.,spice,36--41,0
2355_0,The octopus eaters were floored by the Octopus salad.,Octopus salad,39--52,1
3178_0,We thought that this place is using too much of MSG cooking in the foods.,foods,67--72,-1
3178_1,We thought that this place is using too much of MSG cooking in the foods.,MSG cooking,48--59,-1
2211_0,And the Tom Kha soup was pathetic.,Tom Kha soup,8--20,-1
2317_0,I started out with a Bombay beer which was big enough for two.,Bombay beer,21--32,1
175_0,The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall[comma] which are great for a date.,decor,4--9,1
175_1,The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall[comma] which are great for a date.,dining hall,95--106,1
175_2,The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall[comma] which are great for a date.,semi-private boths,51--69,1
1609_0,Service was quick.,Service,0--7,1
1057_0,Drawbacks: service is slow and they don't toast!,service,11--18,-1
3188_0,Went there for an office lunch.,office lunch,18--30,0
2882_0,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,4--15,1
2882_1,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,41--55,1
2882_2,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,64--75,1
2882_3,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,84--93,-1
1948_0,We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,bistro fare,117--128,1
1948_1,We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,chef,21--25,1
1948_2,We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,food,33--37,1
2041_0,The best thing I tasted were the lambchops.,lambchops,33--42,1
1656_0,The spicy tuna and salmon are the best we've ever had.,spicy tuna,4--14,1
1656_1,The spicy tuna and salmon are the best we've ever had.,salmon,19--25,1
3440_0,Even though its good seafood[comma] the prices are too high.,seafood,21--28,1
3440_1,Even though its good seafood[comma] the prices are too high.,prices,34--40,-1
870_0,In addition[comma] the food is very good and the prices are reasonable.,food,17--21,1
870_1,In addition[comma] the food is very good and the prices are reasonable.,prices,43--49,1
2986_0,Upon entering[comma] we were greeted by the owners[comma] Steven and Frederick[comma] who went out of their way to be more than gracious hosts.,owners,38--44,1
2986_1,Upon entering[comma] we were greeted by the owners[comma] Steven and Frederick[comma] who went out of their way to be more than gracious hosts.,hosts,119--124,1
284_0,Been going here since it opened have seen the quality value decrease considerably.,quality value,46--59,-1
3418_0,Meat dishes now adorn the selections[comma] although there's still a large number of vegetarian-friendly choices.,Meat dishes,0--11,0
3418_1,Meat dishes now adorn the selections[comma] although there's still a large number of vegetarian-friendly choices.,vegetarian-friendly choices,79--106,1
83_0,Reasonable prices.,prices,11--17,1
2940_0,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,55--67,1
2940_1,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,102--109,1
2940_2,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,75--81,1
2940_3,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,11--18,1
2141_0,Try the crunchy tuna[comma] it is to die for.,crunchy tuna,8--20,1
1854_0,It won't break the bank but I also wouldnt come back for the food.,food,61--65,-1
396_0,All in all[comma] this midtown gem instantly became one of my favorite sushi restaurants in the city.,sushi,65--70,1
614_0,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,24--42,1
614_1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,72--87,1
3012_0,if you're looking for perfect traditional sushi[comma] go here - if you're looking for interesting combinations[comma] try sushi of gari's (east side).,sushi,42--47,1
3012_1,if you're looking for perfect traditional sushi[comma] go here - if you're looking for interesting combinations[comma] try sushi of gari's (east side).,sushi,111--116,1
2621_0,No refills on fountain drinks[comma] though.,fountain drinks,14--29,-1
605_0,Wow over 100 beers to choose from.,beers,13--18,1
2017_0,Be careful of portions - they're HUGE.,portions,14--22,1
2974_0,The Steak Tartare is a great bet[comma] they fix it for you at the table.,Steak Tartare,4--17,1
2456_0,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,47--65,-1
25_0,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,58--64,1
520_0,Did I mention the wine?,wine,18--22,0
3383_0,Plus[comma] on Wednesday nights the house wine is unlimited!,house wine,30--40,1
2522_0,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,16--21,-1
2386_0,The dim sum servings here are a bit larger than I'm used to.,dim sum servings,4--20,0
3332_0,However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,management,45--55,0
3332_1,However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,door,86--90,1
3332_2,However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,glass front,115--126,-1
717_0,We won't go to this place again for a good meal.,meal,43--47,-1
1345_0,Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,Barbecued codfish,0--17,1
1345_1,Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,seasoning,114--123,-1
1345_2,Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,spice rub,128--137,-1
1345_3,Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,herb mix,170--178,-1
